asd,name,year,properties,nonCurrentLiabilities,currentLiabbilities,equities,fullPrice,priceNextYear
8856,PRESCO,2008,24380,865,9160,48498,618163200.0,1168500.0
4910,ADVADIS,2014,68630,687,10513,119065,911300.0,2932000.0
9956,MANOMETRY,2016,74044,751,10353,143526,313200.0,9377600.0
625,IGROUP,2006,12720,624,1914,37316,6026400.0,4073400.0
9180,WESTAISIC,2007,16086,610,2677,41013,4073400.0,618163200.0
5479,POLREST,2011,35340,817,11266,94012,857700.0,140200.0
964,TIM,2007,16086,610,2677,41013,4073400.0,618163200.0
3977,IVMX,2017,74142,659,9388,148860,9377600.0,25500.0
4342,INTERFERI,2005,12126,520,1723,30845,9262800.0,6026400.0
360,INSTAL,2014,68630,687,10513,119065,911300.0,2932000.0
3265,MCLOGIC,2007,16086,610,2677,41013,4073400.0,618163200.0
9263,GREMMEDIA,2012,41583,738,13688,106601,140200.0,119939300.0
3431,PEGAS,2017,74142,659,9388,148860,9377600.0,25500.0
6159,INTERAOLT,2015,68095,661,7154,130446,2932000.0,313200.0
5706,VISTAL,2017,74142,659,9388,148860,9377600.0,25500.0
1622,TORFARM,2015,68095,661,7154,130446,2932000.0,313200.0
1792,PROVIMROL,2016,74044,751,10353,143526,313200.0,9377600.0
7058,IFCAPITAL,2017,74142,659,9388,148860,9377600.0,25500.0
6939,PGE,2015,68095,661,7154,130446,2932000.0,313200.0
4323,OPTOPOL,2012,41583,738,13688,106601,140200.0,119939300.0
6321,KINOPOL,2008,24380,865,9160,48498,618163200.0,1168500.0
2323,KROSNO,2014,68630,687,10513,119065,911300.0,2932000.0
4404,BBIDEVNFI,2015,68095,661,7154,130446,2932000.0,313200.0
9989,BACD,2010,32046,1038,5461,80418,1159200.0,857700.0
4501,INTERSPPL,2008,24380,865,9160,48498,618163200.0,1168500.0
8935,BNPPL,2009,23851,1089,4068,69283,1168500.0,1159200.0
2723,WISTIL,2011,35340,817,11266,94012,857700.0,140200.0
9444,OBORNIKI,2011,35340,817,11266,94012,857700.0,140200.0
5559,GORENJE,2013,62308,673,14845,119491,119939300.0,911300.0
1015,FARMACOL,2006,12720,624,1914,37316,6026400.0,4073400.0
7702,PHN,2011,35340,817,11266,94012,857700.0,140200.0
4116,PROTEKTOR,2013,62308,673,14845,119491,119939300.0,911300.0
2165,STALPROFI,2012,41583,738,13688,106601,140200.0,119939300.0
4029,EMPERIA,2017,74142,659,9388,148860,9377600.0,25500.0
2372,IBSYSTEM,2011,35340,817,11266,94012,857700.0,140200.0
2198,05VICT,2006,12720,624,1914,37316,6026400.0,4073400.0
5897,PROVIDENT,2013,62308,673,14845,119491,119939300.0,911300.0
95,BAUMA,2009,23851,1089,4068,69283,1168500.0,1159200.0
1552,ORFE,2010,32046,1038,5461,80418,1159200.0,857700.0
6464,PRAGMAFA,2008,24380,865,9160,48498,618163200.0,1168500.0
9781,OPONEO,2010,32046,1038,5461,80418,1159200.0,857700.0
3895,PEP,2013,62308,673,14845,119491,119939300.0,911300.0
3393,DOMDEV,2005,12126,520,1723,30845,9262800.0,6026400.0
10701,POLMOSLBN,2007,16086,610,2677,41013,4073400.0,618163200.0
10160,KZWM,2012,41583,738,13688,106601,140200.0,119939300.0
9138,DSS,2017,74142,659,9388,148860,9377600.0,25500.0
1332,TPSA,2011,35340,817,11266,94012,857700.0,140200.0
7796,IFSA,2014,68630,687,10513,119065,911300.0,2932000.0
2259,KRUSZWICA,2015,68095,661,7154,130446,2932000.0,313200.0
8123,REGNON,2016,74044,751,10353,143526,313200.0,9377600.0
10669,LIBRA,2014,68630,687,10513,119065,911300.0,2932000.0
2902,ACE,2008,24380,865,9160,48498,618163200.0,1168500.0
3017,ATLANTAPL,2006,12720,624,1914,37316,6026400.0,4073400.0
4167,GRAAL,2012,41583,738,13688,106601,140200.0,119939300.0
1496,NORDEABP,2006,12720,624,1914,37316,6026400.0,4073400.0
3249,PLAZACNTR,2017,74142,659,9388,148860,9377600.0,25500.0
9532,DBPBC,2008,24380,865,9160,48498,618163200.0,1168500.0
3221,HYPERION,2015,68095,661,7154,130446,2932000.0,313200.0
10528,POLAR,2016,74044,751,10353,143526,313200.0,9377600.0
4419,OLYMPIC,2017,74142,659,9388,148860,9377600.0,25500.0
6163,IDEON,2006,12720,624,1914,37316,6026400.0,4073400.0
1649,PEKAES,2016,74044,751,10353,143526,313200.0,9377600.0
9497,ROLIMPEX,2012,41583,738,13688,106601,140200.0,119939300.0
8923,PCCINTER,2010,32046,1038,5461,80418,1159200.0,857700.0
2135,CSS,2008,24380,865,9160,48498,618163200.0,1168500.0
1957,NAFTA,2012,41583,738,13688,106601,140200.0,119939300.0
10191,GKI,2017,74142,659,9388,148860,9377600.0,25500.0
104,CCC,2005,12126,520,1723,30845,9262800.0,6026400.0
7301,VINDEXUS,2013,62308,673,14845,119491,119939300.0,911300.0
1118,BACA,2005,12126,520,1723,30845,9262800.0,6026400.0
1383,PPWK,2010,32046,1038,5461,80418,1159200.0,857700.0
3739,WARIMPEX,2013,62308,673,14845,119491,119939300.0,911300.0
5662,CFI,2012,41583,738,13688,106601,140200.0,119939300.0
3802,NOBLEBANK,2011,35340,817,11266,94012,857700.0,140200.0
7366,DELKO,2013,62308,673,14845,119491,119939300.0,911300.0
8444,BRASTER,2012,41583,738,13688,106601,140200.0,119939300.0
720,RAFAKO,2010,32046,1038,5461,80418,1159200.0,857700.0
1514,FAM,2011,35340,817,11266,94012,857700.0,140200.0
3258,HAWE,2013,62308,673,14845,119491,119939300.0,911300.0
4812,INTROL,2007,16086,610,2677,41013,4073400.0,618163200.0
8461,REDWOOD,2016,74044,751,10353,143526,313200.0,9377600.0
1409,CENSTALGD,2010,32046,1038,5461,80418,1159200.0,857700.0
10588,PSG,2011,35340,817,11266,94012,857700.0,140200.0
1694,MENNICA,2009,23851,1089,4068,69283,1168500.0,1159200.0
6284,NEWAG,2010,32046,1038,5461,80418,1159200.0,857700.0
6463,PRAGMAFA,2007,16086,610,2677,41013,4073400.0,618163200.0
381,MOSTALZAB,2009,23851,1089,4068,69283,1168500.0,1159200.0
8288,QUERCUS,2012,41583,738,13688,106601,140200.0,119939300.0
8192,GLCOSMED,2007,16086,610,2677,41013,4073400.0,618163200.0
2641,GROCLIN,2007,16086,610,2677,41013,4073400.0,618163200.0
8239,PGO,2015,68095,661,7154,130446,2932000.0,313200.0
1748,WARTA,2011,35340,817,11266,94012,857700.0,140200.0
2800,LENTEX,2010,32046,1038,5461,80418,1159200.0,857700.0
10050,GPRD,2006,12720,624,1914,37316,6026400.0,4073400.0
8530,SETANTA,2007,16086,610,2677,41013,4073400.0,618163200.0
1993,BUDIMEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
3621,HTLSTREFA,2012,41583,738,13688,106601,140200.0,119939300.0
9686,TOORA,2006,12720,624,1914,37316,6026400.0,4073400.0
7565,ZAMET,2017,74142,659,9388,148860,9377600.0,25500.0
5720,CNT,2005,12126,520,1723,30845,9262800.0,6026400.0
2257,KRUSZWICA,2013,62308,673,14845,119491,119939300.0,911300.0
8170,CZTOREBKA,2011,35340,817,11266,94012,857700.0,140200.0
2671,AMICA,2011,35340,817,11266,94012,857700.0,140200.0
2584,POLLENAE,2015,68095,661,7154,130446,2932000.0,313200.0
4971,CAMMEDIA,2010,32046,1038,5461,80418,1159200.0,857700.0
9628,ZTSERG,2013,62308,673,14845,119491,119939300.0,911300.0
4576,ORZEL,2005,12126,520,1723,30845,9262800.0,6026400.0
6120,PLATYNINW,2015,68095,661,7154,130446,2932000.0,313200.0
5959,PZU,2010,32046,1038,5461,80418,1159200.0,857700.0
2609,HYDROBUD,2014,68630,687,10513,119065,911300.0,2932000.0
5143,GFPREMIUM,2013,62308,673,14845,119491,119939300.0,911300.0
7063,NOVATURAS,2009,23851,1089,4068,69283,1168500.0,1159200.0
9217,WDMCP,2005,12126,520,1723,30845,9262800.0,6026400.0
7342,INC,2015,68095,661,7154,130446,2932000.0,313200.0
1886,PROKOM,2006,12720,624,1914,37316,6026400.0,4073400.0
7622,ABCDATA,2009,23851,1089,4068,69283,1168500.0,1159200.0
4452,RUCH,2011,35340,817,11266,94012,857700.0,140200.0
3138,LCCORP,2010,32046,1038,5461,80418,1159200.0,857700.0
7640,BUMECH,2014,68630,687,10513,119065,911300.0,2932000.0
8607,OTLOG,2006,12720,624,1914,37316,6026400.0,4073400.0
9769,GADUGADU,2011,35340,817,11266,94012,857700.0,140200.0
5499,ZNTKLAPY,2005,12126,520,1723,30845,9262800.0,6026400.0
4723,CYFRPLSAT,2009,23851,1089,4068,69283,1168500.0,1159200.0
9635,OPOCZNO,2007,16086,610,2677,41013,4073400.0,618163200.0
2142,CSS,2015,68095,661,7154,130446,2932000.0,313200.0
8104,STELMET,2010,32046,1038,5461,80418,1159200.0,857700.0
9216,DUON,2017,74142,659,9388,148860,9377600.0,25500.0
9163,BLACKLION,2016,74044,751,10353,143526,313200.0,9377600.0
5088,PONAR,2010,32046,1038,5461,80418,1159200.0,857700.0
6515,LOKUM,2007,16086,610,2677,41013,4073400.0,618163200.0
4991,ECARD,2017,74142,659,9388,148860,9377600.0,25500.0
9598,STERPRO,2009,23851,1089,4068,69283,1168500.0,1159200.0
10381,COMPENSA,2012,41583,738,13688,106601,140200.0,119939300.0
4407,OLYMPIC,2005,12126,520,1723,30845,9262800.0,6026400.0
9983,KOFOL,2017,74142,659,9388,148860,9377600.0,25500.0
1775,PERMEDIA,2012,41583,738,13688,106601,140200.0,119939300.0
8080,SYNEKTIK,2012,41583,738,13688,106601,140200.0,119939300.0
2387,EUROFAKTR,2013,62308,673,14845,119491,119939300.0,911300.0
4728,CYFRPLSAT,2014,68630,687,10513,119065,911300.0,2932000.0
7585,JSW,2011,35340,817,11266,94012,857700.0,140200.0
6323,KINOPOL,2010,32046,1038,5461,80418,1159200.0,857700.0
7030,PKPCARGO,2015,68095,661,7154,130446,2932000.0,313200.0
4917,ZREMB,2008,24380,865,9160,48498,618163200.0,1168500.0
5378,PETROLINV,2014,68630,687,10513,119065,911300.0,2932000.0
7196,JHMDEV,2012,41583,738,13688,106601,140200.0,119939300.0
726,RAFAKO,2016,74044,751,10353,143526,313200.0,9377600.0
9214,DUON,2015,68095,661,7154,130446,2932000.0,313200.0
1900,EFEKT,2007,16086,610,2677,41013,4073400.0,618163200.0
9538,DBPBC,2014,68630,687,10513,119065,911300.0,2932000.0
9494,ROLIMPEX,2009,23851,1089,4068,69283,1168500.0,1159200.0
1022,FARMACOL,2013,62308,673,14845,119491,119939300.0,911300.0
8529,SETANTA,2006,12720,624,1914,37316,6026400.0,4073400.0
7216,BOGDANKA,2006,12720,624,1914,37316,6026400.0,4073400.0
3503,KRAKCHEM,2011,35340,817,11266,94012,857700.0,140200.0
3382,DECORA,2007,16086,610,2677,41013,4073400.0,618163200.0
7348,BOWIM,2008,24380,865,9160,48498,618163200.0,1168500.0
3924,KPPD,2016,74044,751,10353,143526,313200.0,9377600.0
4613,DREWEX,2016,74044,751,10353,143526,313200.0,9377600.0
2298,MASTERS,2015,68095,661,7154,130446,2932000.0,313200.0
1506,NORDEABP,2016,74044,751,10353,143526,313200.0,9377600.0
997,IMPEXMET,2014,68630,687,10513,119065,911300.0,2932000.0
7368,DELKO,2015,68095,661,7154,130446,2932000.0,313200.0
6953,ORANGEPL,2016,74044,751,10353,143526,313200.0,9377600.0
8951,LSTCAPITA,2012,41583,738,13688,106601,140200.0,119939300.0
9904,BPHPBK,2016,74044,751,10353,143526,313200.0,9377600.0
8453,REDWOOD,2008,24380,865,9160,48498,618163200.0,1168500.0
2442,PONARFEH,2016,74044,751,10353,143526,313200.0,9377600.0
3724,EUROTEL,2011,35340,817,11266,94012,857700.0,140200.0
6318,KINOPOL,2005,12126,520,1723,30845,9262800.0,6026400.0
7774,MERCATOR,2005,12126,520,1723,30845,9262800.0,6026400.0
5509,ZNTKLAPY,2015,68095,661,7154,130446,2932000.0,313200.0
3688,CCIINT,2014,68630,687,10513,119065,911300.0,2932000.0
2351,MUZA,2016,74044,751,10353,143526,313200.0,9377600.0
4160,GRAAL,2005,12126,520,1723,30845,9262800.0,6026400.0
3479,ERBUD,2013,62308,673,14845,119491,119939300.0,911300.0
828,ARTMAN,2014,68630,687,10513,119065,911300.0,2932000.0
5634,TSGAMES,2010,32046,1038,5461,80418,1159200.0,857700.0
940,ELBUDOWA,2009,23851,1089,4068,69283,1168500.0,1159200.0
6732,CLNPHARMA,2016,74044,751,10353,143526,313200.0,9377600.0
8775,CUBEITG,2005,12126,520,1723,30845,9262800.0,6026400.0
814,KREDYTB,2013,62308,673,14845,119491,119939300.0,911300.0
7489,BGZBNPP,2006,12720,624,1914,37316,6026400.0,4073400.0
10483,CLIF,2010,32046,1038,5461,80418,1159200.0,857700.0
7589,JSW,2015,68095,661,7154,130446,2932000.0,313200.0
7762,COALENERG,2006,12720,624,1914,37316,6026400.0,4073400.0
1301,ABG,2006,12720,624,1914,37316,6026400.0,4073400.0
9079,PBOANIOLA,2010,32046,1038,5461,80418,1159200.0,857700.0
6642,HERKULES,2017,74142,659,9388,148860,9377600.0,25500.0
1580,STALPROD,2012,41583,738,13688,106601,140200.0,119939300.0
5801,OVOSTAR,2008,24380,865,9160,48498,618163200.0,1168500.0
8300,VOTUM,2011,35340,817,11266,94012,857700.0,140200.0
9985,BACD,2006,12720,624,1914,37316,6026400.0,4073400.0
1379,PPWK,2006,12720,624,1914,37316,6026400.0,4073400.0
6810,FERRO,2016,74044,751,10353,143526,313200.0,9377600.0
6085,TALANX,2006,12720,624,1914,37316,6026400.0,4073400.0
2427,BEDZIN,2014,68630,687,10513,119065,911300.0,2932000.0
10417,MORLINY,2009,23851,1089,4068,69283,1168500.0,1159200.0
7321,RUBICON,2007,16086,610,2677,41013,4073400.0,618163200.0
6753,ENELMED,2011,35340,817,11266,94012,857700.0,140200.0
7754,SERINUS,2011,35340,817,11266,94012,857700.0,140200.0
152,KOELNER,2014,68630,687,10513,119065,911300.0,2932000.0
2432,PONARFEH,2006,12720,624,1914,37316,6026400.0,4073400.0
7427,FMG,2009,23851,1089,4068,69283,1168500.0,1159200.0
9560,POLIFARBC,2010,32046,1038,5461,80418,1159200.0,857700.0
9202,GLOBCITYHD,2016,74044,751,10353,143526,313200.0,9377600.0
1801,ALMA,2012,41583,738,13688,106601,140200.0,119939300.0
6651,BIK,2013,62308,673,14845,119491,119939300.0,911300.0
7169,ARCHICOM,2011,35340,817,11266,94012,857700.0,140200.0
9239,AVIAAML,2014,68630,687,10513,119065,911300.0,2932000.0
5355,K2INTERNT,2017,74142,659,9388,148860,9377600.0,25500.0
1867,EMAX,2013,62308,673,14845,119491,119939300.0,911300.0
1527,PKOBP,2011,35340,817,11266,94012,857700.0,140200.0
2516,STRZELEC,2012,41583,738,13688,106601,140200.0,119939300.0
1448,FORTE,2010,32046,1038,5461,80418,1159200.0,857700.0
8222,SOHODEV,2011,35340,817,11266,94012,857700.0,140200.0
6733,CLNPHARMA,2017,74142,659,9388,148860,9377600.0,25500.0
43,CAPITAL,2009,23851,1089,4068,69283,1168500.0,1159200.0
5606,MOBRUK,2008,24380,865,9160,48498,618163200.0,1168500.0
2604,HYDROBUD,2009,23851,1089,4068,69283,1168500.0,1159200.0
1781,PROVIMROL,2005,12126,520,1723,30845,9262800.0,6026400.0
9961,GASTELZUR,2008,24380,865,9160,48498,618163200.0,1168500.0
7593,MIRACULUM,2006,12720,624,1914,37316,6026400.0,4073400.0
2434,PONARFEH,2008,24380,865,9160,48498,618163200.0,1168500.0
5417,SYGNITY,2014,68630,687,10513,119065,911300.0,2932000.0
799,BOS,2011,35340,817,11266,94012,857700.0,140200.0
6925,RANKPROGR,2014,68630,687,10513,119065,911300.0,2932000.0
5924,TATRY,2014,68630,687,10513,119065,911300.0,2932000.0
5762,ORION,2008,24380,865,9160,48498,618163200.0,1168500.0
9546,EFL,2009,23851,1089,4068,69283,1168500.0,1159200.0
8993,EKO,2015,68095,661,7154,130446,2932000.0,313200.0
7259,NANOGROUP,2010,32046,1038,5461,80418,1159200.0,857700.0
3488,REINHOLD,2009,23851,1089,4068,69283,1168500.0,1159200.0
3874,TRION,2005,12126,520,1723,30845,9262800.0,6026400.0
9793,OLAWA,2009,23851,1089,4068,69283,1168500.0,1159200.0
1710,KETY,2012,41583,738,13688,106601,140200.0,119939300.0
4593,WOLAINFO,2009,23851,1089,4068,69283,1168500.0,1159200.0
7317,APSENERGY,2016,74044,751,10353,143526,313200.0,9377600.0
237,BETACOM,2008,24380,865,9160,48498,618163200.0,1168500.0
8571,MBWS,2009,23851,1089,4068,69283,1168500.0,1159200.0
6507,MBANK,2012,41583,738,13688,106601,140200.0,119939300.0
8225,SOHODEV,2014,68630,687,10513,119065,911300.0,2932000.0
4252,MIDAS,2006,12720,624,1914,37316,6026400.0,4073400.0
729,ENERGOPLD,2006,12720,624,1914,37316,6026400.0,4073400.0
4326,OPTOPOL,2015,68095,661,7154,130446,2932000.0,313200.0
8514,AWBUD,2017,74142,659,9388,148860,9377600.0,25500.0
5018,WOJAS,2005,12126,520,1723,30845,9262800.0,6026400.0
1196,ZREW,2005,12126,520,1723,30845,9262800.0,6026400.0
1555,ORFE,2013,62308,673,14845,119491,119939300.0,911300.0
6420,MDIENERGIA,2016,74044,751,10353,143526,313200.0,9377600.0
5761,ORION,2007,16086,610,2677,41013,4073400.0,618163200.0
3927,CENTKLIMA,2006,12720,624,1914,37316,6026400.0,4073400.0
4169,GRAAL,2014,68630,687,10513,119065,911300.0,2932000.0
479,09KWIAT,2016,74044,751,10353,143526,313200.0,9377600.0
8037,ABADONRE,2008,24380,865,9160,48498,618163200.0,1168500.0
5180,MERCOR,2011,35340,817,11266,94012,857700.0,140200.0
7164,ARCHICOM,2006,12720,624,1914,37316,6026400.0,4073400.0
1676,SNIEZKA,2017,74142,659,9388,148860,9377600.0,25500.0
2033,PAGED,2010,32046,1038,5461,80418,1159200.0,857700.0
2149,ATLANTIS,2009,23851,1089,4068,69283,1168500.0,1159200.0
156,ENAP,2005,12126,520,1723,30845,9262800.0,6026400.0
8805,CDRED,2009,23851,1089,4068,69283,1168500.0,1159200.0
5389,TRAVELPL,2012,41583,738,13688,106601,140200.0,119939300.0
9069,AVIASG,2013,62308,673,14845,119491,119939300.0,911300.0
8012,ZEPAK,2009,23851,1089,4068,69283,1168500.0,1159200.0
9280,MSXRESOUR,2016,74044,751,10353,143526,313200.0,9377600.0
4551,YAWAL,2006,12720,624,1914,37316,6026400.0,4073400.0
8041,ABADONRE,2012,41583,738,13688,106601,140200.0,119939300.0
1651,ZEG,2005,12126,520,1723,30845,9262800.0,6026400.0
3187,ERGIS,2007,16086,610,2677,41013,4073400.0,618163200.0
7209,MABION,2012,41583,738,13688,106601,140200.0,119939300.0
6887,PBKM,2015,68095,661,7154,130446,2932000.0,313200.0
6389,WADEX,2011,35340,817,11266,94012,857700.0,140200.0
9976,KOFOL,2010,32046,1038,5461,80418,1159200.0,857700.0
8567,MBWS,2005,12126,520,1723,30845,9262800.0,6026400.0
5708,TARCZYNSKI,2006,12720,624,1914,37316,6026400.0,4073400.0
5826,4FUNMEDIA,2007,16086,610,2677,41013,4073400.0,618163200.0
1149,NETIA,2010,32046,1038,5461,80418,1159200.0,857700.0
8615,OTLOG,2014,68630,687,10513,119065,911300.0,2932000.0
3073,RONSON,2010,32046,1038,5461,80418,1159200.0,857700.0
6580,PCCEXOL,2007,16086,610,2677,41013,4073400.0,618163200.0
10090,DB24,2007,16086,610,2677,41013,4073400.0,618163200.0
3179,SYNTHOS,2012,41583,738,13688,106601,140200.0,119939300.0
7022,PKPCARGO,2007,16086,610,2677,41013,4073400.0,618163200.0
10512,KPBP-BICK,2013,62308,673,14845,119491,119939300.0,911300.0
8380,PRIMETECH,2013,62308,673,14845,119491,119939300.0,911300.0
2181,MACROSOFT,2015,68095,661,7154,130446,2932000.0,313200.0
10240,OCEAN,2014,68630,687,10513,119065,911300.0,2932000.0
643,07NFI,2011,35340,817,11266,94012,857700.0,140200.0
4238,HERMAN,2005,12126,520,1723,30845,9262800.0,6026400.0
9352,SKYSTONE,2010,32046,1038,5461,80418,1159200.0,857700.0
2970,ABPL,2011,35340,817,11266,94012,857700.0,140200.0
3587,SILVANO,2017,74142,659,9388,148860,9377600.0,25500.0
9573,BICK,2010,32046,1038,5461,80418,1159200.0,857700.0
10487,CLIF,2014,68630,687,10513,119065,911300.0,2932000.0
10654,GREMISLTN,2012,41583,738,13688,106601,140200.0,119939300.0
1156,NETIA,2017,74142,659,9388,148860,9377600.0,25500.0
6395,WADEX,2017,74142,659,9388,148860,9377600.0,25500.0
9759,BZWBK2,2014,68630,687,10513,119065,911300.0,2932000.0
10562,KRAKBROK,2011,35340,817,11266,94012,857700.0,140200.0
9978,KOFOL,2012,41583,738,13688,106601,140200.0,119939300.0
3224,SKOK,2005,12126,520,1723,30845,9262800.0,6026400.0
7495,BGZBNPP,2012,41583,738,13688,106601,140200.0,119939300.0
7542,IBSM,2007,16086,610,2677,41013,4073400.0,618163200.0
4873,COGNOR,2016,74044,751,10353,143526,313200.0,9377600.0
7630,ABCDATA,2017,74142,659,9388,148860,9377600.0,25500.0
2767,KABLE,2016,74044,751,10353,143526,313200.0,9377600.0
3879,TRION,2010,32046,1038,5461,80418,1159200.0,857700.0
7102,I2DEV,2009,23851,1089,4068,69283,1168500.0,1159200.0
5357,PRONOX,2006,12720,624,1914,37316,6026400.0,4073400.0
2862,IMMOEAST,2007,16086,610,2677,41013,4073400.0,618163200.0
9768,GADUGADU,2010,32046,1038,5461,80418,1159200.0,857700.0
579,KRUK,2012,41583,738,13688,106601,140200.0,119939300.0
6367,EVEREST,2015,68095,661,7154,130446,2932000.0,313200.0
10337,PBK,2007,16086,610,2677,41013,4073400.0,618163200.0
9018,POLMED,2014,68630,687,10513,119065,911300.0,2932000.0
7886,PGSSOFT,2013,62308,673,14845,119491,119939300.0,911300.0
4188,CEDC,2007,16086,610,2677,41013,4073400.0,618163200.0
2225,7BULLS,2007,16086,610,2677,41013,4073400.0,618163200.0
2239,TRASINTUR,2008,24380,865,9160,48498,618163200.0,1168500.0
9267,GREMMEDIA,2016,74044,751,10353,143526,313200.0,9377600.0
2755,10FOKSAL,2017,74142,659,9388,148860,9377600.0,25500.0
3678,DROP,2017,74142,659,9388,148860,9377600.0,25500.0
7954,TRANSPOL,2016,74044,751,10353,143526,313200.0,9377600.0
6149,INTERAOLT,2005,12126,520,1723,30845,9262800.0,6026400.0
6175,CALATRAVA,2005,12126,520,1723,30845,9262800.0,6026400.0
4814,INTROL,2009,23851,1089,4068,69283,1168500.0,1159200.0
1716,IMPEL,2005,12126,520,1723,30845,9262800.0,6026400.0
3467,FAMUR,2014,68630,687,10513,119065,911300.0,2932000.0
3085,POLCOLORIT,2009,23851,1089,4068,69283,1168500.0,1159200.0
3061,CORMAY,2011,35340,817,11266,94012,857700.0,140200.0
5449,POLJADLO,2007,16086,610,2677,41013,4073400.0,618163200.0
3738,WARIMPEX,2012,41583,738,13688,106601,140200.0,119939300.0
10390,FAMOT,2008,24380,865,9160,48498,618163200.0,1168500.0
5141,GFPREMIUM,2011,35340,817,11266,94012,857700.0,140200.0
6521,LOKUM,2013,62308,673,14845,119491,119939300.0,911300.0
6363,EVEREST,2011,35340,817,11266,94012,857700.0,140200.0
9685,TOORA,2005,12126,520,1723,30845,9262800.0,6026400.0
6232,CCENERGY,2010,32046,1038,5461,80418,1159200.0,857700.0
7608,INDYGO,2008,24380,865,9160,48498,618163200.0,1168500.0
6983,AUTOPARTN,2007,16086,610,2677,41013,4073400.0,618163200.0
7683,LIBET,2005,12126,520,1723,30845,9262800.0,6026400.0
4262,MIDAS,2016,74044,751,10353,143526,313200.0,9377600.0
3903,FOTA,2008,24380,865,9160,48498,618163200.0,1168500.0
6629,SOPHARMA,2017,74142,659,9388,148860,9377600.0,25500.0
3281,POZBUD,2010,32046,1038,5461,80418,1159200.0,857700.0
4367,SONEL,2017,74142,659,9388,148860,9377600.0,25500.0
6036,IMCOMPANY,2009,23851,1089,4068,69283,1168500.0,1159200.0
1642,PEKAES,2009,23851,1089,4068,69283,1168500.0,1159200.0
3889,PEP,2007,16086,610,2677,41013,4073400.0,618163200.0
5086,PONAR,2008,24380,865,9160,48498,618163200.0,1168500.0
2729,WISTIL,2017,74142,659,9388,148860,9377600.0,25500.0
8603,GETBACK,2015,68095,661,7154,130446,2932000.0,313200.0
7443,TAURONPE,2012,41583,738,13688,106601,140200.0,119939300.0
3003,ASTARTA,2005,12126,520,1723,30845,9262800.0,6026400.0
1052,ASSECOPOL,2017,74142,659,9388,148860,9377600.0,25500.0
145,KOELNER,2007,16086,610,2677,41013,4073400.0,618163200.0
1591,MOSTALEXP,2010,32046,1038,5461,80418,1159200.0,857700.0
7168,ARCHICOM,2010,32046,1038,5461,80418,1159200.0,857700.0
6223,JJAUTO,2014,68630,687,10513,119065,911300.0,2932000.0
8451,REDWOOD,2006,12720,624,1914,37316,6026400.0,4073400.0
2568,POLCOLOR,2012,41583,738,13688,106601,140200.0,119939300.0
6987,AUTOPARTN,2011,35340,817,11266,94012,857700.0,140200.0
2269,HYGIENIKA,2012,41583,738,13688,106601,140200.0,119939300.0
9400,PPG,2006,12720,624,1914,37316,6026400.0,4073400.0
338,PEPEES,2005,12126,520,1723,30845,9262800.0,6026400.0
10679,ATMSI,2011,35340,817,11266,94012,857700.0,140200.0
571,RMFFM,2017,74142,659,9388,148860,9377600.0,25500.0
8331,LARQ,2016,74044,751,10353,143526,313200.0,9377600.0
6101,IIAAV,2009,23851,1089,4068,69283,1168500.0,1159200.0
1065,BMPAG,2017,74142,659,9388,148860,9377600.0,25500.0
1381,PPWK,2008,24380,865,9160,48498,618163200.0,1168500.0
1282,AGORA,2013,62308,673,14845,119491,119939300.0,911300.0
632,IGROUP,2013,62308,673,14845,119491,119939300.0,911300.0
2765,KABLE,2014,68630,687,10513,119065,911300.0,2932000.0
8884,ADVGRUPA,2010,32046,1038,5461,80418,1159200.0,857700.0
1130,BACA,2017,74142,659,9388,148860,9377600.0,25500.0
2567,POLCOLOR,2011,35340,817,11266,94012,857700.0,140200.0
6176,CALATRAVA,2006,12720,624,1914,37316,6026400.0,4073400.0
9875,HYDROGD,2013,62308,673,14845,119491,119939300.0,911300.0
6064,ATENDE,2011,35340,817,11266,94012,857700.0,140200.0
10253,4MEDIA,2014,68630,687,10513,119065,911300.0,2932000.0
4296,RAFAMET,2011,35340,817,11266,94012,857700.0,140200.0
6350,INPRO,2011,35340,817,11266,94012,857700.0,140200.0
4280,FASTFIN,2008,24380,865,9160,48498,618163200.0,1168500.0
8265,PBSFINANSE,2015,68095,661,7154,130446,2932000.0,313200.0
5560,GORENJE,2014,68630,687,10513,119065,911300.0,2932000.0
4439,KREZUS,2011,35340,817,11266,94012,857700.0,140200.0
3344,AZOTYTARNOW,2008,24380,865,9160,48498,618163200.0,1168500.0
4451,RUCH,2010,32046,1038,5461,80418,1159200.0,857700.0
1930,INDYKPOL,2011,35340,817,11266,94012,857700.0,140200.0
721,RAFAKO,2011,35340,817,11266,94012,857700.0,140200.0
3496,REINHOLD,2017,74142,659,9388,148860,9377600.0,25500.0
7704,PHN,2013,62308,673,14845,119491,119939300.0,911300.0
7044,CIGAMES,2016,74044,751,10353,143526,313200.0,9377600.0
9191,GLOBCITYHD,2005,12126,520,1723,30845,9262800.0,6026400.0
10106,BIELBAW,2010,32046,1038,5461,80418,1159200.0,857700.0
6297,CDRL,2010,32046,1038,5461,80418,1159200.0,857700.0
4719,CYFRPLSAT,2005,12126,520,1723,30845,9262800.0,6026400.0
8903,BGZ,2016,74044,751,10353,143526,313200.0,9377600.0
